user_id,product_id,viewed,clicked,purchased,category,price
303,182,1,0,0,Home Appliances,386
781,142,1,0,1,Toys,1518
262,125,0,1,0,Books,1601
697,383,1,0,1,Home Appliances,161
726,26,1,0,0,Toys,139
848,169,1,0,0,Sports,669
331,106,0,1,1,Sports,831
705,211,0,0,0,Home Appliances,1622
84,458,1,0,1,Sports,24
73,356,1,0,1,Sports,1046
822,325,1,0,0,Books,903
623,224,0,1,0,Home Appliances,1905
861,262,0,1,1,Electronics,1006
995,109,1,1,0,Books,217
246,193,1,0,0,Toys,1246
688,193,1,1,1,Toys,1246
475,273,1,0,0,Electronics,825
777,40,1,0,0,Home Appliances,1808
85,345,1,1,0,Electronics,553
80,95,1,0,0,Perfumes,1238
607,278,1,1,0,Home Appliances,797
103,346,1,1,0,Sports,37
8,101,1,0,0,Sports,662
762,137,1,1,0,Electronics,1637
928,205,1,0,1,Books,675
206,305,1,1,0,Books,1905
957,85,0,0,0,Books,1017
731,278,1,0,0,Home Appliances,797
466,56,1,1,1,Toys,73
463,260,1,1,0,Clothes,500
665,162,1,0,0,Books,1765
376,96,1,0,1,Toys,998
855,155,1,0,0,Perfumes,178
927,367,1,0,0,Sports,847
403,289,1,1,0,Toys,840
612,329,1,1,1,Clothes,673
670,3,1,1,0,Toys,1686
140,88,1,1,0,Books,1404
911,206,0,0,0,Electronics,631
517,25,1,0,0,Toys,1473
962,363,1,1,1,Electronics,826
10,226,1,1,1,Home Appliances,995
675,19,0,1,0,Perfumes,1186
762,373,0,1,1,Clothes,1040
564,363,1,0,0,Electronics,826
336,240,1,0,0,Books,311
615,146,1,1,0,Books,566
339,153,0,0,0,Clothes,1120
553,356,1,0,0,Sports,1046
59,324,1,1,0,Perfumes,649
675,423,0,1,0,Toys,917
312,333,1,0,0,Books,973
699,114,1,1,1,Electronics,229
889,491,1,1,0,Electronics,595
347,40,1,1,0,Home Appliances,1808
468,444,1,1,0,Sports,1615
617,329,0,1,0,Clothes,673
535,232,1,0,0,Perfumes,243
321,487,1,0,0,Home Appliances,313
916,389,1,0,0,Sports,46
401,150,1,0,1,Perfumes,337
513,184,1,1,0,Toys,850
165,476,1,1,0,Toys,936
334,296,1,1,0,Electronics,1315
308,415,1,0,1,Sports,1550
169,125,1,1,0,Books,1601
822,455,1,0,0,Sports,1006
342,37,1,0,0,Sports,635
878,106,1,0,0,Sports,831
909,323,0,0,0,Books,564
779,30,1,1,0,Books,1648
405,472,1,1,0,Sports,768
205,139,1,0,0,Perfumes,1516
679,327,1,1,0,Perfumes,1546
939,219,1,0,0,Toys,68
587,183,1,0,0,Toys,1130
36,364,1,1,0,Toys,797
167,187,1,0,0,Sports,1054
294,453,1,1,0,Sports,1347
370,283,1,0,0,Books,1506
730,149,1,1,0,Electronics,20
602,96,1,1,0,Toys,998
7,276,1,0,0,Sports,1044
325,448,0,1,1,Sports,815
324,195,1,1,0,Electronics,956
519,446,1,1,1,Clothes,1125
238,388,1,0,0,Perfumes,901
258,494,1,0,0,Books,693
599,466,1,1,0,Home Appliances,1543
902,91,1,1,0,Home Appliances,72
903,483,1,0,0,Perfumes,563
75,28,1,0,0,Sports,1825
703,78,1,1,1,Clothes,716
550,165,1,0,0,Sports,848
836,151,1,1,0,Perfumes,1000
787,286,1,0,0,Electronics,1548
749,230,1,0,0,Toys,1936
210,442,0,1,0,Perfumes,537
493,366,1,0,0,Sports,735
686,195,0,0,1,Electronics,956
647,155,1,1,0,Perfumes,178
313,423,1,1,1,Toys,917
595,213,1,0,0,Perfumes,867
447,117,1,0,0,Clothes,1956
448,38,1,1,0,Home Appliances,1110
681,375,0,1,0,Home Appliances,334
50,181,1,1,1,Toys,913
723,146,1,1,1,Books,566
574,24,1,1,0,Clothes,863
965,49,1,1,0,Toys,312
233,351,1,0,0,Sports,976
29,484,0,0,0,Sports,532
647,208,0,0,0,Books,1400
333,448,1,0,0,Sports,815
38,7,1,0,1,Perfumes,1097
203,18,1,0,0,Clothes,1969
134,16,1,0,0,Perfumes,1620
613,365,0,0,0,Toys,1364
890,105,1,0,1,Books,1046
840,328,1,1,1,Perfumes,1263
915,378,1,0,0,Books,1367
186,330,1,0,0,Home Appliances,1609
314,449,1,0,0,Home Appliances,1064
537,139,1,1,1,Perfumes,1516
428,33,0,0,0,Clothes,805
943,176,1,0,0,Home Appliances,1485
835,471,1,0,0,Sports,1781
369,439,1,1,0,Clothes,756
205,178,1,0,0,Home Appliances,988
117,281,1,0,0,Perfumes,573
572,391,1,0,0,Sports,95
850,268,1,0,0,Home Appliances,775
704,283,1,0,0,Books,1506
788,85,1,0,0,Books,1017
815,274,1,1,0,Books,845
167,278,1,1,0,Home Appliances,797
14,202,1,1,1,Perfumes,1410
315,276,1,1,0,Sports,1044
57,8,1,1,1,Perfumes,62
904,192,1,1,0,Electronics,1860
275,69,0,1,0,Toys,567
745,233,1,1,0,Toys,1441
973,343,1,0,0,Electronics,1504
445,468,1,0,1,Clothes,881
573,478,0,1,1,Toys,1158
904,95,1,0,0,Perfumes,1238
981,132,0,1,0,Clothes,1631
224,276,1,0,0,Sports,1044
682,432,1,0,0,Electronics,1785
521,318,1,1,0,Home Appliances,27
127,458,1,0,0,Sports,24
775,439,1,0,1,Clothes,756
504,66,1,0,0,Toys,1701
628,262,1,1,0,Electronics,1006
630,220,0,1,0,Electronics,896
963,499,1,1,0,Perfumes,1704
911,368,1,1,1,Toys,303
795,12,1,1,0,Home Appliances,1540
454,225,1,1,0,Clothes,154
481,405,1,0,0,Perfumes,1392
151,410,1,1,0,Perfumes,711
324,419,1,0,0,Toys,392
426,264,0,0,0,Perfumes,503
144,487,1,1,0,Home Appliances,313
422,49,1,0,0,Toys,312
813,318,1,1,1,Home Appliances,27
97,386,0,0,0,Clothes,1063
865,403,1,1,0,Clothes,1328
325,438,1,0,1,Clothes,542
30,21,1,0,0,Clothes,179
447,161,1,1,0,Electronics,1153
686,198,0,0,1,Electronics,922
979,67,0,0,1,Electronics,1630
980,452,0,1,0,Sports,858
904,121,1,1,0,Books,1810
721,2,0,1,0,Toys,874
5,422,0,1,0,Books,1065
724,77,1,0,0,Electronics,187
51,219,1,1,0,Toys,68
866,396,1,1,0,Toys,1666
147,215,1,1,0,Electronics,1805
941,358,1,1,0,Home Appliances,383
269,433,1,0,0,Home Appliances,1524
245,27,1,1,0,Home Appliances,1439
533,292,1,1,0,Sports,228
852,32,0,0,0,Books,74
405,96,1,0,0,Toys,998
602,19,1,0,1,Perfumes,1186
787,418,1,0,1,Perfumes,1307
140,86,1,0,0,Sports,205
280,400,0,1,0,Toys,834
316,420,1,1,0,Electronics,1241
572,159,1,0,1,Home Appliances,21
358,50,1,0,0,Toys,1594
895,397,1,0,1,Clothes,1666
243,388,1,1,0,Perfumes,901
570,303,1,1,0,Home Appliances,1951
945,324,1,1,1,Perfumes,649
221,387,1,0,0,Books,828
869,15,1,0,0,Electronics,346
615,495,1,0,0,Books,1111
235,471,0,0,0,Sports,1781
169,406,0,1,0,Home Appliances,170
26,204,0,1,0,Electronics,443
798,364,1,0,0,Toys,797
713,3,1,1,0,Toys,1686
6,498,1,0,0,Home Appliances,783
571,131,1,1,1,Books,1769
233,328,1,1,0,Perfumes,1263
442,239,0,0,0,Books,1458
115,438,1,1,0,Clothes,542
643,52,1,0,1,Toys,747
430,249,0,1,0,Clothes,283
870,72,1,0,0,Electronics,40
227,410,1,1,1,Perfumes,711
421,89,1,1,0,Sports,522
927,357,1,0,0,Home Appliances,801
364,427,0,1,0,Electronics,1888
589,38,1,1,1,Home Appliances,1110
799,471,0,0,1,Sports,1781
563,472,1,0,0,Sports,768
911,244,1,0,0,Sports,876
734,467,1,1,0,Electronics,1635
809,312,1,0,0,Perfumes,951
860,439,1,1,0,Clothes,756
727,468,1,1,0,Clothes,881
282,246,1,1,0,Perfumes,935
739,268,1,0,0,Home Appliances,775
795,358,1,0,1,Home Appliances,383
318,126,1,0,1,Electronics,1929
697,225,1,0,0,Clothes,154
196,317,1,1,0,Clothes,1279
399,38,1,0,0,Home Appliances,1110
997,20,1,0,0,Home Appliances,34
3,498,0,1,1,Home Appliances,783
413,116,0,0,0,Toys,491
83,444,1,0,0,Sports,1615
764,70,1,0,0,Toys,1508
243,255,1,0,0,Clothes,615
774,90,1,1,1,Sports,418
181,491,1,1,1,Electronics,595
739,17,1,0,0,Perfumes,960
8,124,1,0,0,Toys,1344
255,302,1,0,0,Home Appliances,225
675,248,1,1,1,Electronics,1300
923,303,0,0,0,Home Appliances,1951
258,446,1,1,1,Clothes,1125
913,454,1,1,1,Sports,756
900,121,1,0,0,Books,1810
672,437,0,1,0,Toys,149
401,442,1,1,0,Perfumes,537
741,200,1,0,0,Books,413
979,28,1,0,0,Sports,1825
396,271,1,1,0,Books,1026
991,383,1,1,0,Home Appliances,161
679,270,0,1,0,Electronics,547
774,199,1,0,1,Sports,1123
384,370,1,1,1,Clothes,580
523,203,1,1,0,Clothes,252
485,167,1,1,0,Home Appliances,903
425,280,1,1,1,Perfumes,1338
814,96,1,1,1,Toys,998
173,478,0,0,1,Toys,1158
282,302,0,0,0,Home Appliances,225
319,353,1,0,0,Electronics,1599
829,103,1,0,0,Toys,1531
2,199,1,0,0,Sports,1123
150,444,1,1,0,Sports,1615
657,351,1,0,0,Sports,976
13,196,1,1,0,Books,1213
865,225,1,0,0,Clothes,154
915,370,1,1,0,Clothes,580
804,370,1,1,0,Clothes,580
534,61,1,0,1,Books,475
421,450,1,0,1,Electronics,1482
844,180,1,1,1,Toys,1492
738,242,0,0,1,Books,387
326,314,1,0,0,Clothes,1390
276,169,0,1,0,Sports,669
451,437,1,0,0,Toys,149
636,406,1,0,0,Home Appliances,170
849,174,1,1,1,Perfumes,1623
391,411,1,1,1,Books,1311
206,452,0,1,0,Sports,858
588,198,1,0,0,Electronics,922
804,89,0,0,1,Sports,522
680,371,1,0,0,Perfumes,359
586,267,1,0,0,Clothes,974
220,104,1,1,1,Toys,1025
955,288,1,0,0,Sports,728
138,246,1,1,0,Perfumes,935
75,417,1,0,0,Electronics,517
655,165,1,1,0,Sports,848
773,170,1,1,0,Books,1104
112,102,0,1,1,Home Appliances,953
762,133,1,0,0,Toys,695
633,369,1,1,0,Home Appliances,1585
685,87,1,0,1,Sports,1636
31,475,1,0,0,Toys,528
479,126,1,0,0,Electronics,1929
862,139,1,0,1,Perfumes,1516
571,455,1,0,1,Sports,1006
736,20,0,0,1,Home Appliances,34
613,452,1,0,1,Sports,858
998,25,0,0,1,Toys,1473
637,444,1,0,0,Sports,1615
501,440,0,0,0,Electronics,1906
120,451,1,0,0,Toys,365
11,307,1,0,0,Books,661
781,469,1,0,0,Perfumes,110
802,391,0,0,0,Sports,95
23,227,1,0,0,Books,1097
915,39,1,1,1,Perfumes,339
348,148,1,1,0,Perfumes,1506
950,49,0,1,0,Toys,312
247,368,1,1,0,Toys,303
1000,7,0,1,0,Perfumes,1097
254,246,1,0,1,Perfumes,935
899,324,1,1,0,Perfumes,649
478,313,1,0,1,Clothes,745
791,98,1,0,0,Sports,956
992,170,1,0,0,Books,1104
217,46,1,1,0,Books,427
172,461,0,0,1,Sports,1548
525,240,1,0,1,Books,311
222,170,1,1,0,Books,1104
900,345,1,0,0,Electronics,553
418,331,1,0,0,Books,1051
662,38,0,0,0,Home Appliances,1110
471,107,1,1,1,Clothes,235
885,434,1,1,0,Books,1263
193,392,1,0,1,Perfumes,1008
4,289,1,1,1,Toys,840
570,439,0,1,0,Clothes,756
433,494,0,0,1,Books,693
222,287,1,1,0,Electronics,1430
136,352,1,0,0,Books,187
458,249,0,1,0,Clothes,283
628,297,1,1,1,Home Appliances,1741
862,451,1,1,1,Toys,365
96,150,1,1,1,Perfumes,337
845,346,1,1,0,Sports,37
273,236,1,1,0,Perfumes,537
838,135,1,0,0,Clothes,1158
634,152,1,0,1,Electronics,673
666,64,1,0,1,Sports,1624
764,249,0,1,0,Clothes,283
919,357,0,0,1,Home Appliances,801
251,485,1,1,1,Sports,685
791,83,1,0,0,Books,352
74,123,1,1,0,Clothes,614
157,345,1,1,1,Electronics,553
902,433,1,1,0,Home Appliances,1524
156,289,0,0,1,Toys,840
42,66,1,0,0,Toys,1701
379,143,1,1,0,Toys,1009
435,217,1,1,0,Clothes,1870
880,303,1,1,0,Home Appliances,1951
668,441,1,1,1,Electronics,94
581,405,0,0,0,Perfumes,1392
917,378,1,1,0,Books,1367
551,346,1,1,0,Sports,37
657,439,1,0,0,Clothes,756
133,318,1,0,0,Home Appliances,27
96,316,1,0,1,Clothes,1194
343,403,1,1,1,Clothes,1328
80,423,1,0,1,Toys,917
67,395,1,1,0,Perfumes,1073
321,105,1,1,0,Books,1046
1,211,0,1,1,Home Appliances,1622
137,149,1,0,1,Electronics,20
876,40,0,0,1,Home Appliances,1808
85,88,1,0,0,Books,1404
802,77,1,1,0,Electronics,187
295,287,1,0,0,Electronics,1430
439,403,1,1,0,Clothes,1328
310,218,1,0,0,Books,565
339,492,1,1,0,Perfumes,1919
820,243,1,1,0,Toys,1640
607,89,1,0,1,Sports,522
993,166,1,0,0,Books,924
471,235,1,1,0,Perfumes,1749
946,376,1,0,0,Home Appliances,167
569,96,1,1,1,Toys,998
9,24,1,0,0,Clothes,863
414,396,1,1,0,Toys,1666
295,125,1,0,0,Books,1601
846,319,1,1,0,Toys,1325
226,47,1,1,0,Electronics,1276
867,213,1,1,1,Perfumes,867
545,490,1,0,0,Clothes,879
128,194,1,0,1,Sports,1256
143,300,1,0,0,Toys,1168
607,156,1,1,0,Perfumes,1183
780,57,0,0,0,Sports,1017
171,19,1,0,1,Perfumes,1186
874,412,1,0,1,Home Appliances,392
112,412,1,0,0,Home Appliances,392
19,476,0,1,0,Toys,936
107,344,1,1,0,Books,343
407,460,1,1,0,Perfumes,1609
249,28,0,0,0,Sports,1825
677,245,1,1,1,Clothes,841
891,269,0,0,0,Perfumes,74
324,91,1,0,1,Home Appliances,72
612,123,1,0,0,Clothes,614
893,87,1,0,0,Sports,1636
409,284,1,0,0,Home Appliances,1545
212,73,1,0,1,Books,1876
929,392,1,1,0,Perfumes,1008
561,403,0,1,0,Clothes,1328
382,25,1,0,0,Toys,1473
150,88,1,0,0,Books,1404
426,35,1,0,0,Clothes,286
964,460,0,1,1,Perfumes,1609
255,342,1,1,0,Electronics,141
844,333,1,0,0,Books,973
274,285,1,1,1,Books,217
443,497,0,0,0,Books,1944
422,221,1,0,1,Perfumes,117
458,266,1,1,0,Home Appliances,806
68,49,1,0,1,Toys,312
823,110,1,1,0,Perfumes,90
190,401,1,1,0,Toys,1728
822,91,1,0,0,Home Appliances,72
827,314,1,0,0,Clothes,1390
512,371,0,0,0,Perfumes,359
677,419,1,0,0,Toys,392
41,229,0,0,1,Clothes,1573
573,49,1,0,0,Toys,312
803,497,1,0,0,Books,1944
359,222,1,0,0,Perfumes,1193
678,330,0,0,0,Home Appliances,1609
582,465,1,1,0,Electronics,1948
282,203,1,0,0,Clothes,252
870,98,1,1,0,Sports,956
32,415,1,0,0,Sports,1550
589,232,1,1,0,Perfumes,243
193,3,1,0,0,Toys,1686
867,439,1,1,0,Clothes,756
61,213,1,1,0,Perfumes,867
901,376,1,0,1,Home Appliances,167
630,230,0,0,0,Toys,1936
488,301,1,1,0,Toys,1251
69,443,1,0,0,Sports,683
557,182,1,0,0,Home Appliances,386
561,461,0,0,0,Sports,1548
954,352,1,0,0,Books,187
178,480,1,0,1,Home Appliances,568
590,131,1,0,0,Books,1769
737,107,1,1,0,Clothes,235
807,152,1,0,0,Electronics,673
627,81,1,1,0,Toys,734
950,441,1,0,0,Electronics,94
819,335,1,0,0,Perfumes,516
15,298,0,0,1,Toys,356
153,60,1,0,1,Sports,1314
883,219,1,0,0,Toys,68
931,163,1,0,0,Sports,1189
150,198,1,0,0,Electronics,922
288,463,1,0,0,Clothes,134
382,320,1,0,0,Home Appliances,1879
664,475,1,1,0,Toys,528
40,431,1,1,1,Toys,102
275,236,1,1,1,Perfumes,537
83,491,1,1,0,Electronics,595
161,311,0,0,0,Electronics,827
882,25,0,0,0,Toys,1473
42,470,1,1,1,Electronics,49
571,166,0,1,0,Books,924
952,226,1,0,0,Home Appliances,995
491,138,1,1,0,Sports,1066
141,473,1,1,0,Home Appliances,1178
570,42,1,0,0,Home Appliances,1957
954,421,1,1,0,Clothes,1825
341,380,1,0,0,Perfumes,500
432,293,1,0,1,Home Appliances,196
319,397,1,0,0,Clothes,1666
909,141,1,1,0,Clothes,1722
358,322,0,0,0,Clothes,296
165,433,1,0,0,Home Appliances,1524
365,442,1,0,0,Perfumes,537
669,495,1,1,0,Books,1111
483,235,1,0,1,Perfumes,1749
771,283,0,1,0,Books,1506
80,456,1,1,1,Home Appliances,552
591,282,1,1,0,Home Appliances,339
469,160,0,1,0,Home Appliances,124
184,155,1,0,0,Perfumes,178
515,497,0,0,0,Books,1944
680,332,0,0,1,Home Appliances,885
141,8,1,1,0,Perfumes,62
778,61,0,0,0,Books,475
888,218,1,0,0,Books,565
439,24,1,0,1,Clothes,863
415,202,1,0,0,Perfumes,1410
719,439,1,0,1,Clothes,756
827,300,1,1,0,Toys,1168
287,63,0,0,0,Toys,1806
720,40,0,1,0,Home Appliances,1808
735,108,1,1,0,Perfumes,804
796,111,1,1,1,Toys,173
617,413,1,1,0,Books,1879
568,122,1,0,0,Toys,532
928,147,1,1,0,Perfumes,380
324,97,1,0,0,Home Appliances,1701
113,411,0,1,1,Books,1311
214,84,1,0,0,Books,77
590,65,1,1,0,Books,1432
611,376,0,1,1,Home Appliances,167
731,8,1,0,1,Perfumes,62
782,424,1,0,0,Clothes,1313
514,125,0,0,1,Books,1601
799,372,1,0,0,Perfumes,437
961,249,0,1,1,Clothes,283
216,127,1,1,1,Sports,1787
935,308,1,1,0,Home Appliances,1994
363,14,1,1,1,Toys,177
417,87,1,0,0,Sports,1636
911,142,1,1,0,Toys,1518
956,45,1,0,1,Perfumes,124
762,146,1,0,0,Books,566
438,418,1,0,0,Perfumes,1307
106,318,1,0,0,Home Appliances,27
268,139,1,1,1,Perfumes,1516
95,84,1,0,0,Books,77
965,164,1,1,1,Home Appliances,1497
276,360,1,0,0,Home Appliances,688
455,403,1,1,1,Clothes,1328
81,112,1,1,0,Home Appliances,1592
485,448,1,0,0,Sports,815
152,232,1,0,0,Perfumes,243
959,198,1,0,0,Electronics,922
615,457,1,1,1,Clothes,1143
236,311,1,1,1,Electronics,827
583,438,1,0,1,Clothes,542
795,398,1,1,0,Clothes,1229
292,311,0,0,0,Electronics,827
791,35,0,0,0,Clothes,286
640,238,1,1,0,Sports,1829
603,450,0,1,0,Electronics,1482
78,190,1,1,0,Home Appliances,887
831,430,1,0,0,Home Appliances,1367
637,91,1,0,0,Home Appliances,72
406,370,1,1,0,Clothes,580
29,328,0,0,0,Perfumes,1263
586,97,1,0,0,Home Appliances,1701
733,312,1,0,1,Perfumes,951
860,71,0,0,0,Books,334
140,46,0,0,1,Books,427
704,407,1,1,0,Sports,1934
337,430,1,0,0,Home Appliances,1367
689,260,1,1,0,Clothes,500
601,88,1,1,1,Books,1404
405,406,1,1,0,Home Appliances,170
182,344,1,1,0,Books,343
359,103,0,0,0,Toys,1531
493,14,1,0,0,Toys,177
528,251,1,1,1,Clothes,881
379,60,1,1,1,Sports,1314
390,441,1,1,0,Electronics,94
357,305,1,1,0,Books,1905
622,442,1,1,1,Perfumes,537
554,159,0,0,0,Home Appliances,21
860,445,1,1,0,Perfumes,219
202,475,0,0,0,Toys,528
308,412,1,0,1,Home Appliances,392
337,396,1,1,0,Toys,1666
256,185,1,0,1,Home Appliances,42
286,65,1,0,0,Books,1432
209,172,1,1,0,Toys,1289
563,271,0,1,1,Books,1026
862,28,1,0,1,Sports,1825
236,337,1,0,1,Clothes,721
693,49,1,0,1,Toys,312
729,255,1,0,1,Clothes,615
972,134,0,1,0,Perfumes,635
193,401,1,1,0,Toys,1728
539,56,1,1,1,Toys,73
788,78,1,0,0,Clothes,716
672,286,0,0,1,Electronics,1548
139,142,1,1,1,Toys,1518
691,456,1,0,0,Home Appliances,552
630,302,1,0,1,Home Appliances,225
374,90,1,0,0,Sports,418
217,18,1,1,1,Clothes,1969
518,193,1,1,1,Toys,1246
377,424,0,0,0,Clothes,1313
600,218,1,1,0,Books,565
34,227,1,0,1,Books,1097
425,30,0,0,1,Books,1648
846,162,1,0,1,Books,1765
969,413,1,0,0,Books,1879
190,429,1,0,1,Books,749
539,138,0,1,0,Sports,1066
217,71,1,0,0,Books,334
907,109,1,0,0,Books,217
410,436,1,0,1,Perfumes,1749
374,303,1,0,0,Home Appliances,1951
529,191,0,0,0,Books,1352
854,256,0,1,0,Home Appliances,719
300,40,1,0,0,Home Appliances,1808
91,29,1,1,1,Electronics,1279
837,379,0,1,0,Toys,1984
370,149,1,0,0,Electronics,20
464,385,0,1,0,Sports,829
790,390,1,1,0,Perfumes,208
904,91,1,1,0,Home Appliances,72
282,258,1,1,0,Books,449
872,84,1,1,0,Books,77
391,357,1,0,1,Home Appliances,801
736,367,0,0,0,Sports,847
710,402,0,1,0,Books,187
948,269,0,0,1,Perfumes,74
170,112,1,1,0,Home Appliances,1592
460,279,1,1,1,Books,655
677,159,1,0,0,Home Appliances,21
994,117,1,0,0,Clothes,1956
869,122,1,0,1,Toys,532
471,392,1,1,0,Perfumes,1008
319,473,1,1,0,Home Appliances,1178
51,95,1,0,0,Perfumes,1238
750,341,1,1,0,Toys,257
265,134,1,0,0,Perfumes,635
986,249,1,0,0,Clothes,283
662,419,0,1,0,Toys,392
597,307,0,1,1,Books,661
572,413,1,0,0,Books,1879
370,210,1,0,0,Electronics,918
665,459,1,0,0,Electronics,806
148,500,0,0,0,Electronics,1351
963,8,1,0,0,Perfumes,62
909,70,1,0,0,Toys,1508
477,488,0,0,0,Electronics,560
856,276,1,1,0,Sports,1044
586,417,1,1,1,Electronics,517
134,257,1,1,1,Home Appliances,927
357,463,0,0,0,Clothes,134
268,111,0,1,0,Toys,173
137,131,1,0,0,Books,1769
617,405,1,0,0,Perfumes,1392
822,129,1,0,0,Home Appliances,1485
70,48,0,0,0,Toys,58
932,22,0,1,0,Electronics,1308
383,179,1,0,0,Clothes,771
216,81,1,1,0,Toys,734
7,468,1,0,0,Clothes,881
314,463,1,0,0,Clothes,134
281,435,1,1,0,Electronics,1195
954,439,1,1,0,Clothes,756
198,42,1,1,0,Home Appliances,1957
885,362,0,0,0,Sports,420
552,403,1,1,0,Clothes,1328
53,30,1,1,0,Books,1648
603,14,0,0,0,Toys,177
402,186,1,0,0,Sports,1100
827,432,1,0,0,Electronics,1785
957,467,1,0,0,Electronics,1635
725,131,1,0,0,Books,1769
686,132,1,0,0,Clothes,1631
506,404,1,1,1,Sports,1627
31,368,0,0,0,Toys,303
966,396,0,1,0,Toys,1666
396,309,1,0,0,Sports,1822
619,197,1,1,0,Home Appliances,1953
576,289,1,0,0,Toys,840
477,259,1,1,0,Perfumes,55
505,232,1,1,0,Perfumes,243
767,303,0,1,0,Home Appliances,1951
180,47,1,0,0,Electronics,1276
54,326,1,1,0,Sports,221
179,108,0,0,0,Perfumes,804
80,173,1,1,0,Home Appliances,1167
143,329,1,0,1,Clothes,673
187,69,1,1,1,Toys,567
133,489,0,1,0,Sports,818
153,254,0,1,1,Electronics,1047
189,112,1,0,0,Home Appliances,1592
733,366,1,1,1,Sports,735
251,439,0,0,0,Clothes,756
995,463,1,0,0,Clothes,134
499,380,1,0,0,Perfumes,500
866,489,1,0,0,Sports,818
400,167,1,1,0,Home Appliances,903
630,364,1,1,1,Toys,797
583,366,1,1,0,Sports,735
519,380,1,1,1,Perfumes,500
621,316,0,1,0,Clothes,1194
184,102,1,0,0,Home Appliances,953
112,4,1,0,1,Clothes,1453
307,379,1,1,0,Toys,1984
804,279,1,0,0,Books,655
302,82,1,1,0,Books,1689
649,280,1,1,0,Perfumes,1338
247,494,0,0,0,Books,693
749,415,1,1,0,Sports,1550
110,46,1,0,1,Books,427
448,423,1,1,0,Toys,917
790,241,1,1,0,Sports,1829
390,381,1,1,0,Perfumes,175
768,197,1,1,0,Home Appliances,1953
351,270,1,1,1,Electronics,547
664,115,1,1,1,Sports,1237
690,245,1,0,0,Clothes,841
640,375,1,0,0,Home Appliances,334
487,454,1,0,0,Sports,756
516,452,1,0,0,Sports,858
248,64,0,0,1,Sports,1624
973,185,1,1,0,Home Appliances,42
714,205,1,0,0,Books,675
266,188,1,0,0,Sports,44
485,262,1,0,1,Electronics,1006
47,122,1,0,0,Toys,532
424,219,0,0,1,Toys,68
944,356,1,0,0,Sports,1046
722,381,0,0,0,Perfumes,175
52,295,1,1,0,Sports,1563
353,139,1,0,0,Perfumes,1516
665,424,0,1,0,Clothes,1313
257,253,1,1,0,Electronics,1337
855,349,1,1,0,Electronics,1312
361,10,1,1,1,Sports,1298
320,184,1,1,0,Toys,850
824,88,1,0,0,Books,1404
86,261,1,1,0,Home Appliances,1402
21,282,1,1,1,Home Appliances,339
361,269,1,1,0,Perfumes,74
656,71,1,0,0,Books,334
121,325,1,0,0,Books,903
902,193,1,0,1,Toys,1246
518,270,1,1,1,Electronics,547
388,364,1,1,0,Toys,797
830,220,1,1,0,Electronics,896
229,181,0,0,0,Toys,913
885,350,1,1,1,Sports,1130
657,204,0,1,0,Electronics,443
372,446,1,0,0,Clothes,1125
963,207,0,1,1,Toys,279
247,339,1,0,0,Home Appliances,254
212,445,1,0,0,Perfumes,219
142,143,1,0,0,Toys,1009
880,123,1,1,1,Clothes,614
281,380,1,0,1,Perfumes,500
760,162,1,0,0,Books,1765
128,280,1,1,0,Perfumes,1338
216,152,1,1,0,Electronics,673
500,270,1,0,0,Electronics,547
685,82,1,0,0,Books,1689
387,442,0,0,0,Perfumes,537
616,407,0,1,1,Sports,1934
384,89,1,0,0,Sports,522
552,18,0,0,0,Clothes,1969
551,496,0,0,1,Electronics,674
792,455,1,0,0,Sports,1006
798,99,0,1,0,Clothes,1462
90,85,0,0,0,Books,1017
480,211,1,0,1,Home Appliances,1622
956,295,1,1,0,Sports,1563
746,99,1,1,0,Clothes,1462
783,299,0,0,0,Electronics,1022
532,77,1,0,1,Electronics,187
204,76,0,1,0,Sports,118
637,317,1,1,0,Clothes,1279
680,22,1,1,0,Electronics,1308
195,475,1,0,1,Toys,528
716,119,1,0,0,Sports,1079
583,280,1,0,0,Perfumes,1338
103,492,0,0,0,Perfumes,1919
710,25,1,1,0,Toys,1473
89,268,1,0,0,Home Appliances,775
133,356,0,1,0,Sports,1046
940,324,0,0,0,Perfumes,649
499,80,1,1,0,Sports,174
795,253,0,1,1,Electronics,1337
776,56,1,1,0,Toys,73
759,171,1,0,0,Perfumes,808
695,298,1,1,0,Toys,356
124,434,1,1,0,Books,1263
229,299,0,0,0,Electronics,1022
197,47,1,0,0,Electronics,1276
681,497,1,1,1,Books,1944
116,30,0,0,0,Books,1648
191,142,1,1,0,Toys,1518
263,171,1,0,0,Perfumes,808
572,96,1,0,0,Toys,998
87,292,1,0,0,Sports,228
780,194,1,0,0,Sports,1256
804,165,1,0,0,Sports,848
238,353,1,1,0,Electronics,1599
182,91,1,0,0,Home Appliances,72
157,36,1,0,0,Clothes,421
408,321,1,1,0,Clothes,117
739,107,1,1,1,Clothes,235
511,176,1,0,1,Home Appliances,1485
423,344,1,0,0,Books,343
126,295,0,1,0,Sports,1563
205,405,1,0,0,Perfumes,1392
486,418,1,0,0,Perfumes,1307
985,264,0,0,1,Perfumes,503
275,252,0,1,1,Sports,1946
722,224,0,1,1,Home Appliances,1905
880,253,1,1,0,Electronics,1337
244,114,1,0,0,Electronics,229
163,287,1,0,1,Electronics,1430
469,373,1,1,0,Clothes,1040
515,469,0,0,0,Perfumes,110
555,65,1,0,0,Books,1432
